check_id,title,severity,service,region,resource_name,resource_arn,status_detail,description,risk,remediation,tool,cloud_provider,finding_id,account_id,scan_date,cvss_score,exposure_score,blast_radius,priority_score,priority_band,risk_label,ai_risk_level_baseline,ai_confidence_baseline,ai_score,ai_risk_level,ai_confidence
entra_conditional_access_policy_require_mfa_for_admin_portals,Conditional Access policy requires MFA for Microsoft Admin Portals,medium,entra,global,Conditional Access Policy,Conditional Access Policy,Conditional Access Policy does not require MFA for Microsoft Admin Portals.,"**Microsoft Entra Conditional Access** is evaluated for a policy that requires **multifactor authentication** when accessing **Microsoft Admin Portals** (Microsoft 365 Admin Center, Microsoft Entra Admin Center, Microsoft Exchange Admin Center, etc.). The check confirms an enabled policy targets **All users**, includes the Microsoft Admin Portals app, and enforces an **MFA** grant control.","Without **MFA** on admin portals, attackers with stolen credentials can access **Microsoft 365 Admin Center**, **Entra Admin Center**, or **Exchange Admin Center** to modify tenant settings, escalate privileges, and exfiltrate data. This directly impacts **confidentiality**, **integrity**, and **availability** of all services managed through those portals.","Create a **Conditional Access policy** that requires **MFA** for the **Microsoft Admin Portals** app targeting **All users**. Exclude only **break-glass** emergency accounts and non-interactive service principals. Test in **Report-only** mode before enforcing. Prefer **phishing-resistant** MFA methods (FIDO2, passkeys) and apply **least privilege** principles.",Prowler v4,Azure,FND-0221,Azure-Subscription,2026-07-04,5.5,1,5,27.5,P3 - LOW,MEDIUM,MEDIUM,0.783,4.31,MEDIUM,0.774
entra_conditional_access_policy_require_mfa_for_admin_portals,Conditional Access policy requires MFA for Microsoft Admin Portals,medium,entra,global,Conditional Access Policy,Conditional Access Policy,Conditional Access Policy does not require MFA for Microsoft Admin Portals.,"**Microsoft Entra Conditional Access** is evaluated for a policy that requires **multifactor authentication** when accessing **Microsoft Admin Portals** (Microsoft 365 Admin Center, Microsoft Entra Admin Center, Microsoft Exchange Admin Center, etc.). The check confirms an enabled policy targets **All users**, includes the Microsoft Admin Portals app, and enforces an **MFA** grant control.","Without **MFA** on admin portals, attackers with stolen credentials can access **Microsoft 365 Admin Center**, **Entra Admin Center**, or **Exchange Admin Center** to modify tenant settings, escalate privileges, and exfiltrate data. This directly impacts **confidentiality**, **integrity**, and **availability** of all services managed through those portals.","Create a **Conditional Access policy** that requires **MFA** for the **Microsoft Admin Portals** app targeting **All users**. Exclude only **break-glass** emergency accounts and non-interactive service principals. Test in **Report-only** mode before enforcing. Prefer **phishing-resistant** MFA methods (FIDO2, passkeys) and apply **least privilege** principles.",Prowler v4,Azure,FND-0139,Azure-Subscription,2026-07-04,5.5,1,5,27.5,P3 - LOW,MEDIUM,MEDIUM,0.738,4.06,MEDIUM,0.771
defender_container_images_scan_enabled,Subscription has container image vulnerability scanning enabled,high,defender,global,Containers,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/Containers,Container image scan is disabled in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).,**Azure subscriptions** have **container image vulnerability assessment** enabled for **Azure Container Registry** via Microsoft Defender for Cloud (`ContainerRegistriesVulnerabilityAssessments`). Images in registries are evaluated for known package vulnerabilities in their packages and dependencies.,"Without registry scanning, **known CVEs** in images can reach runtime, enabling **RCE**, privilege escalation, and lateral movement. This undermines data confidentiality and integrity and can reduce availability through cryptomining or service disruption.","Enable **Defender for Cloud** image assessment for registries and adopt **shift-left scanning**.
- Block deployment of images with high-severity findings
- Rebuild from patched base images regularly
- Enforce **least privilege** on registry access
- Use image signing and admission controls",Prowler v4,Azure,FND-0207,Azure-Subscription,2026-07-04,7.5,1,3,22.5,P3 - LOW,MEDIUM,MEDIUM,0.487,3.65,MEDIUM,0.636
defender_ensure_defender_for_azure_sql_databases_is_on,Defender for Azure SQL databases is set to On (Standard pricing tier),high,defender,global,SqlServers,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/providers/Microsoft.Security/pricings/SqlServers,Defender plan Defender for Azure SQL DB Servers from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) is set to OFF (pricing tier not standard).,"Microsoft Defender for Cloud plan for **Azure SQL Database Servers** is evaluated at subscription scope, expecting the `pricing_tier` set to `Standard` for `SqlServers`. Non-standard tiers indicate the plan isn't enabled.","Without **Defender for SQL**, attacks like **SQL injection**, brute-force logins, and anomalous queries may go **undetected**, enabling data exfiltration and tampering. Limited telemetry delays **incident response**, risking loss of confidentiality and integrity and aiding lateral movement.","Enable the **Microsoft Defender** plan for Azure SQL databases with `pricing_tier: Standard` across applicable subscriptions. Integrate alerts with SIEM, enforce **least privilege** and **separation of duties**, and apply **defense in depth** (network controls, MFA) to prevent and promptly detect misuse.",Prowler v4,Azure,FND-0210,Azure-Subscription,2026-07-04,7.5,1,3,22.5,P3 - LOW,MEDIUM,HIGH,0.512,3.84,MEDIUM,0.647
network_subnet_nsg_associated,Subnet has a network security group associated,high,network,centralus,vnet-cloudguardian-lab/snet-data-cloudguardian-lab,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/virtualNetworks/vnet-cloudguardian-lab/subnets/snet-data-cloudguardian-lab,Subnet 'snet-data-cloudguardian-lab' in VNet 'vnet-cloudguardian-lab' does not have an NSG associated.,**Azure Virtual Network** subnets are evaluated for **Network Security Group (NSG)** association. Each subnet should have an NSG to enforce inbound and outbound traffic filtering rules. Subnets without NSGs allow all traffic by default.,"Subnets without NSGs have **no network-level access control**. All inbound and outbound traffic is allowed by default, enabling **lateral movement**, **unauthorized access** to resources, and **data exfiltration** across the virtual network.","Associate a **Network Security Group** with every subnet. Create NSG rules following **least privilege** — deny all by default and allow only required traffic. Exclude Azure-managed subnets (GatewaySubnet, AzureFirewallSubnet, AzureBastionSubnet) which have their own security controls.",Prowler v4,Azure,FND-0169,Azure-Subscription,2026-07-04,7.5,1,3,22.5,P3 - LOW,MEDIUM,HIGH,0.515,3.86,MEDIUM,0.654
monitor_alert_delete_policy_assignment,Subscription has an Activity Log alert for policy assignment deletion,high,monitor,global,7e3283a3-d466-4e6f-95b1-543eec016e08,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08,There is not an alert for deleting policy assignment in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).,**Azure Monitor Activity log alerts** for policy assignment deletions using the `Microsoft.Authorization/policyAssignments/delete` operation at subscription scope,"Without this alert, **policy assignment deletions** can go unnoticed, eroding configuration **integrity** and enabling governance drift. Malicious or accidental changes may remove guardrails, increasing exposure and threatening **confidentiality** of protected resources.","- Configure an activity log alert for `Microsoft.Authorization/policyAssignments/delete` and route to an action group.
- Enforce **least privilege** and **separation of duties** for policy changes and require approvals.
- Integrate alerts with your SIEM and define playbooks for rapid response.",Prowler v4,Azure,FND-0237,Azure-Subscription,2026-07-04,7.5,1,3,22.5,P3 - LOW,MEDIUM,MEDIUM,0.502,3.76,MEDIUM,0.643
monitor_alert_delete_nsg,Subscription has an Activity Log alert for Network Security Group delete operations,high,monitor,global,7e3283a3-d466-4e6f-95b1-543eec016e08,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08,There is not an alert for deleting Network Security Groups in subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08).,**Azure Monitor activity log alerts** include the NSG deletion signal (`Microsoft.Network/networkSecurityGroups/delete` or `Microsoft.ClassicNetwork/networkSecurityGroups/delete`). The finding indicates whether a subscription has an alert rule configured to trigger when a Network Security Group is deleted.,"Without alerting on **NSG deletions**, network segmentation can be removed unnoticed, exposing services to broad ingress/egress. Malicious actors or automation may delete NSGs to enable **lateral movement** and **data exfiltration**. Missing alerts delay response, impacting confidentiality and availability.","Configure a subscription-wide **activity log alert** for the NSG delete operation (`Microsoft.Network/networkSecurityGroups/delete`; include Classic if applicable) and route notifications via **action groups**. Enforce **least privilege** for NSG changes, require **change control**, and integrate with your **SIEM** for correlation.",Prowler v4,Azure,FND-0236,Azure-Subscription,2026-07-04,7.5,1,3,22.5,P3 - LOW,MEDIUM,MEDIUM,0.496,3.72,MEDIUM,0.643
network_subnet_nsg_associated,Subnet has a network security group associated,high,network,centralus,vnet-cloudguardian-lab/snet-web-cloudguardian-lab,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Network/virtualNetworks/vnet-cloudguardian-lab/subnets/snet-web-cloudguardian-lab,Subnet 'snet-web-cloudguardian-lab' in VNet 'vnet-cloudguardian-lab' does not have an NSG associated.,**Azure Virtual Network** subnets are evaluated for **Network Security Group (NSG)** association. Each subnet should have an NSG to enforce inbound and outbound traffic filtering rules. Subnets without NSGs allow all traffic by default.,"Subnets without NSGs have **no network-level access control**. All inbound and outbound traffic is allowed by default, enabling **lateral movement**, **unauthorized access** to resources, and **data exfiltration** across the virtual network.","Associate a **Network Security Group** with every subnet. Create NSG rules following **least privilege** — deny all by default and allow only required traffic. Exclude Azure-managed subnets (GatewaySubnet, AzureFirewallSubnet, AzureBastionSubnet) which have their own security controls.",Prowler v4,Azure,FND-0170,Azure-Subscription,2026-07-04,7.5,1,3,22.5,P3 - LOW,MEDIUM,MEDIUM,0.484,3.63,MEDIUM,0.643
network_watcher_enabled,Network Watcher is enabled for all locations in the subscription,high,network,global,7e3283a3-d466-4e6f-95b1-543eec016e08,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08,"Network Watcher is not enabled for the following locations in subscription 'Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08)': belgiumcentral, westeurope, germanynorth, southeastasia, chilecentral, indonesiacentral, southindia, jioindiacentral, centralindia, polandcentral, uaenorth, italynorth, westus2, westindia, australiacentral, ukwest, francecentral, germanywestcentral, spaincentral, malaysiawest, australiasoutheast, canadaeast, jioindiawest, eastasia, japaneast, francesouth, southafricawest, northeurope, northcentralus, mexicocentral, southcentralus, uksouth, westus3, koreacentral, austriaeast, israelcentral, qatarcentral, switzerlandnorth, westcentralus, uaecentral, norwayeast, southafricanorth, newzealandnorth, canadacentral, westus, australiaeast, swedencentral, japanwest, switzerlandwest, eastus2, denmarkeast, australiacentral2, koreasouth, brazilsouth, norwaywest, brazilsoutheast.",**Azure Network Watcher** presence across the subscription's regions. The assessment checks that a Network Watcher instance exists in every subscription location where resources may be deployed.,"Absent **Network Watcher** in a region creates blind spots in **network telemetry and diagnostics**, hindering detection of anomalies. Attackers can exploit unnoticed NSG or routing issues for lateral movement or data exfiltration, degrading **confidentiality** and **availability** and slowing incident triage.","Enable **Network Watcher** in all regions and keep it enabled as your footprint expands.

Apply **defense in depth** by centralizing network logs and analytics, enforce coverage with policy, and restrict tool access by **least privilege**. Align retention and monitoring to support timely detection and investigation.",Prowler v4,Azure,FND-0172,Azure-Subscription,2026-07-04,7.5,1,3,22.5,P3 - LOW,MEDIUM,MEDIUM,0.535,4.01,MEDIUM,0.655
sqlserver_auditing_enabled,SQL Server has an auditing policy configured,high,sqlserver,centralus,sql-cloudguardian-lab-ocdhx,/subscriptions/7e3283a3-d466-4e6f-95b1-543eec016e08/resourceGroups/rg-cloudguardian-lab/providers/Microsoft.Sql/servers/sql-cloudguardian-lab-ocdhx,SQL Server sql-cloudguardian-lab-ocdhx from subscription Azure subscription 1 (7e3283a3-d466-4e6f-95b1-543eec016e08) does not have any auditing policy configured.,**Azure SQL Server** auditing is assessed at the server level to confirm audit logging is active. Configurations with any auditing policy state set to `Disabled` indicate auditing is not configured for the server and its databases.,"Without **SQL auditing**, visibility into logins, privilege changes, and query activity is lost. Stealthy data exfiltration and tampering can go undetected, impacting **confidentiality** and **integrity**. Absent audit trails hinder **forensics**, slow incident response, and weaken compliance evidence.","Enable server-level **auditing** and send logs to a centralized, tamper-resistant store with defined retention. Enforce **least privilege** and **separation of duties** for log access, integrate with monitoring for alerts, and periodically validate coverage. Use database-level auditing only for specific exceptions.",Prowler v4,Azure,FND-0173,Azure-Subscription,2026-07-04,7.5,1,3,22.5,P3 - LOW,MEDIUM,MEDIUM,0.537,4.03,MEDIUM,0.66
